CustomerId,Balance,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited,,
15625524,€0.0,2,Yes,5,Yes,0,,
15755209,€133868.21,1,Yes,7,Yes,0,,
15645248,€0.0,2,Yes,0,Yes,0,,
15790355,€190479.48,2,No,5,No,0,,
15762615,€101993.12,1,Yes,8,Yes,0,,
15625426,€161608.81,1,No,3,No,1,,
15716334,€122311.21,1,Yes,2,Yes,0,,
15789669,€0.0,2,Yes,2,Yes,0,,
15621075,€162150.42,2,No,1,No,0,,
15810845,€0.0,2,Yes,2,Yes,0,,
15719377,€0.0,1,Yes,4,Yes,1,,
15654506,€0.0,2,No,8,No,0,,
15771977,€99010.67,1,No,1,No,0,,
15708710,€0.0,1,Yes,0,Yes,0,,
15726676,€0.0,2,Yes,5,Yes,0,,
15587421,€111388.18,2,No,7,No,0,,
15726931,€56214.85,2,No,8,No,1,,
15771086,€84327.77,2,No,3,No,0,,
15756850,€0.0,2,No,1,No,0,,
15702741,€93012.89,1,No,8,No,0,,
15679200,€61710.44,2,No,9,No,0,,
15594815,€174790.15,1,Yes,3,Yes,0,,
15635905,€0.0,2,Yes,6,Yes,0,,
15777892,€107720.64,1,Yes,3,Yes,0,,
15656176,€0.0,2,Yes,10,Yes,0,,
15811127,€96423.84,1,No,6,No,0,,
15604482,€141040.01,1,Yes,2,Yes,0,,
15622911,€105420.18,1,Yes,4,Yes,0,,
15600974,€0.0,1,Yes,5,Yes,1,,
15727868,€129022.06,2,Yes,2,Yes,1,,
15627801,€176666.62,1,No,3,No,0,,
15773039,€0.0,1,Yes,3,Yes,0,,
15755262,€89763.84,1,No,3,No,1,,
15679531,€134954.53,1,Yes,5,Yes,0,,
15684181,€0.0,1,No,5,No,1,,
15612087,€106376.85,1,Yes,2,Yes,0,,
15752047,€161814.64,2,No,2,No,0,,
15624592,€0.0,2,Yes,8,Yes,0,,
15573152,€0.0,2,No,9,No,0,,
15594917,€63095.01,1,Yes,1,Yes,0,,
15785542,€118287.01,2,No,4,No,0,,
15723488,€106854.21,1,Yes,7,Yes,1,,
15680920,€49512.55,1,No,7,No,0,,
15786308,€0.0,2,No,9,No,0,,
15659366,€105799.32,2,No,1,No,1,,
15774854,€0.0,1,Yes,8,Yes,1,,
15725311,€114722.05,2,Yes,9,Yes,0,,
15787155,€0.0,1,Yes,7,Yes,0,,
15727829,€0.0,2,Yes,2,Yes,0,,
15733247,€0.0,1,No,10,No,1,,
15568748,€99564.22,1,Yes,6,Yes,1,,
15699029,€170557.91,2,No,4,No,0,,
15774393,€0.0,2,Yes,9,Yes,0,,
15676895,€74596.15,3,Yes,6,Yes,1,,
15637753,€96888.39,1,No,2,No,1,,
15605461,€130830.22,1,No,3,No,0,,
15808473,€0.0,2,Yes,1,Yes,0,,
15627000,€0.0,2,No,0,No,0,,
15787174,€0.0,2,Yes,1,Yes,0,,
15723886,€119714.25,2,Yes,3,Yes,0,,
15704769,€113978.97,2,Yes,5,Yes,0,,
15772896,€100160.75,1,No,6,No,1,,
15711540,€0.0,1,Yes,2,Yes,0,,
15764866,€116220.5,3,No,3,No,1,,
15794056,€0.0,3,No,2,No,1,,
15795149,€81173.83,2,Yes,2,Yes,0,,
15812009,€0.0,2,No,4,No,0,,
15651001,€116803.8,1,No,5,No,0,,
15813844,€105961.68,2,Yes,8,Yes,0,,
15596175,€117411.6,1,Yes,6,Yes,1,,
15576269,€0.0,2,No,7,No,0,,
15797219,€123497.58,1,No,10,No,1,,
15685500,€152400.51,2,No,7,No,0,,
15599792,€0.0,2,Yes,1,Yes,0,,
15657566,€103097.85,1,Yes,8,Yes,0,,
15772423,€126418.14,1,No,8,No,1,,
15628112,€77846.9,1,No,5,No,0,,
15753754,€0.0,2,Yes,1,Yes,0,,
15793726,€0.0,2,Yes,0,Yes,0,,
15694717,€79731.91,1,Yes,2,Yes,0,,
15665834,€0.0,1,No,8,No,0,,
15765297,€0.0,2,Yes,0,Yes,0,,
15636684,€0.0,2,Yes,10,Yes,0,,
15592979,€37266.67,2,No,6,No,0,,
15750803,€127992.25,1,Yes,6,Yes,0,,
15607178,€54901.01,1,Yes,3,Yes,0,,
15713853,€108748.08,2,Yes,9,Yes,0,,
15673481,€99906.19,1,No,6,No,0,,
15686776,€184686.41,2,No,6,No,0,,
15673693,€110654.02,1,Yes,0,Yes,0,,
15700696,€79019.8,1,Yes,9,Yes,0,,
15813163,€99240.51,1,No,9,No,0,,
15653857,€0.0,2,Yes,2,Yes,0,,
15777076,€0.0,2,No,7,No,0,,
15717398,€0.0,1,No,7,No,1,,
15799217,€52436.2,1,No,7,No,0,,
15787071,€0.0,2,Yes,9,Yes,0,,
15619955,€100337.96,3,No,3,No,1,,
15796505,€149297.19,2,Yes,1,Yes,0,,
15725166,€0.0,2,No,8,No,0,,
15800116,€145605.44,1,Yes,4,Yes,0,,
15758685,€0.0,2,Yes,7,Yes,0,,
15694456,€0.0,1,Yes,3,Yes,1,,
15767339,€0.0,2,No,10,No,0,,
15683562,€84026.86,1,Yes,6,Yes,0,,
15782210,€0.0,1,No,1,No,1,,
15668893,€0.0,2,Yes,8,Yes,0,,
15669169,€0.0,2,Yes,10,Yes,0,,
15643024,€138718.92,1,Yes,4,Yes,1,,
15699389,€118274.71,1,Yes,7,Yes,0,,
15708608,€174185.98,2,Yes,8,Yes,0,,
15626144,€113208.86,2,No,7,No,0,,
15573112,€103907.28,1,No,5,No,0,,
15790678,€119023.28,1,No,8,No,0,,
15727556,€166297.89,1,Yes,5,Yes,0,,
15697307,€0.0,2,No,10,No,0,,
15652266,€63227.0,1,Yes,9,Yes,0,,
15607098,€94521.17,2,No,5,No,0,,
15655774,€0.0,2,No,7,No,0,,
15590241,€112822.26,1,No,9,No,1,,
15785819,€0.0,2,Yes,3,Yes,0,,
15723654,€135903.33,1,No,2,No,0,,
15774510,€125169.26,1,Yes,4,Yes,0,,
15684173,€0.0,3,No,7,No,1,,
15650068,€149117.31,1,Yes,0,Yes,0,,
15811490,€0.0,2,Yes,5,Yes,0,,
15803976,€0.0,2,No,10,No,0,,
15682541,€132311.71,1,No,6,No,0,,
15695699,€0.0,2,No,8,No,0,,
15624188,€0.0,2,Yes,6,Yes,0,,
15812191,€118082.89,1,No,4,No,0,,
15636673,€119266.69,1,Yes,1,Yes,0,,
15594898,€0.0,1,Yes,2,Yes,1,,
15660211,€156847.29,2,No,7,No,0,,
15773972,€137104.47,1,No,4,No,1,,
15746726,€78398.69,1,No,8,No,0,,
15712287,€0.0,2,Yes,4,Yes,0,,
15702919,€63669.42,1,No,6,No,0,,
15674398,€0.0,2,No,3,No,0,,
15797960,€135296.33,1,No,0,No,0,,
15631868,€153804.44,1,Yes,2,Yes,0,,
15581539,€0.0,2,No,3,No,0,,
15662736,€147069.78,1,No,2,No,1,,
15666252,€0.0,2,Yes,9,Yes,0,,
15677512,€0.0,1,No,3,No,0,,
15626114,€95741.75,1,No,4,No,0,,
15810834,€145965.33,1,Yes,2,Yes,0,,
15678910,€141441.75,1,Yes,8,Yes,0,,
15694408,€139290.41,1,No,1,No,1,,
15585215,€0.0,2,No,4,No,0,,
15682757,€0.0,2,No,3,No,0,,
15736601,€144428.87,1,No,4,No,0,,
15601848,€0.0,2,No,2,No,0,,
15736008,€95441.27,1,No,9,No,1,,
15669064,€144848.74,1,Yes,1,Yes,0,,
15624528,€116244.14,2,Yes,7,Yes,0,,
15598493,€0.0,2,Yes,7,Yes,0,,
15601274,€146502.07,1,No,1,No,0,,
15702669,€117028.6,2,Yes,2,Yes,0,,
15728669,€112013.81,1,No,8,No,1,,
15742668,€108269.37,1,No,6,No,0,,
15697441,€182123.79,1,No,7,No,1,,
15740476,€150923.74,2,Yes,3,Yes,0,,
15648064,€0.0,2,No,2,No,0,,
15636624,€165272.13,1,No,5,No,1,,
15807923,€115301.31,1,No,10,No,1,,
15745844,€129502.49,2,Yes,6,Yes,1,,
15786170,€118342.26,1,No,4,No,0,,
15681081,€0.0,2,Yes,5,Yes,0,,
15684484,€0.0,2,No,8,No,0,,
15785869,€0.0,2,No,7,No,0,,
15763859,€0.0,2,No,7,No,0,,
15658935,€106937.05,2,No,9,No,0,,
15747358,€170331.37,1,Yes,3,Yes,0,,
15735203,€114510.85,1,Yes,1,Yes,0,,
15576256,€0.0,2,Yes,5,Yes,0,,
15659420,€107594.11,2,Yes,3,Yes,0,,
15593365,€81273.13,1,Yes,2,Yes,0,,
15777352,€169399.6,1,No,7,No,0,,
15812007,€0.0,2,Yes,6,Yes,0,,
15625461,€187841.99,2,Yes,1,Yes,0,,
15739438,€0.0,2,No,0,No,0,,
15611759,€126776.3,2,Yes,8,Yes,0,,
15661629,€126436.29,1,No,9,No,1,,
15633950,€101960.74,1,Yes,1,Yes,0,,
15592386,€0.0,2,Yes,3,Yes,0,,
15803716,€0.0,2,Yes,3,Yes,0,,
15696674,€150842.93,1,Yes,2,Yes,1,,
15706365,€102535.57,1,Yes,9,Yes,0,,
15745088,€99027.61,2,No,9,No,0,,
15676715,€0.0,2,Yes,9,Yes,0,,
15613085,€0.0,1,Yes,3,Yes,0,,
15633537,€87271.41,2,No,9,No,0,,
15594720,€102742.91,2,Yes,8,Yes,0,,
15684042,€40105.51,2,Yes,2,Yes,0,,
15583303,€152265.43,1,No,2,No,0,,
15611579,€141947.67,1,Yes,4,Yes,0,,
15774696,€106307.91,2,Yes,1,Yes,0,,
15694506,€107884.81,2,Yes,0,Yes,0,,
15688074,€125013.72,1,Yes,1,Yes,0,,
15759537,€58469.37,2,Yes,7,Yes,0,,
15758449,€0.0,1,Yes,8,Yes,0,,
15583456,€117231.63,3,Yes,10,Yes,1,,
15667871,€152390.26,1,No,4,No,0,,
15677371,€34013.63,1,No,2,No,0,,
15629677,€0.0,3,No,2,No,1,,
15713578,€0.0,2,Yes,9,Yes,0,,
15591509,€101583.11,2,No,7,No,0,,
15568240,€77168.87,2,Yes,10,Yes,0,,
15622993,€124695.72,2,No,8,No,0,,
15689294,€105934.96,1,No,3,No,0,,
15720910,€0.0,1,Yes,9,Yes,0,,
15721181,€0.0,2,No,6,No,0,,
15776433,€0.0,2,Yes,2,Yes,0,,
15748936,€0.0,2,Yes,2,Yes,0,,
15717225,€161525.96,2,No,10,No,0,,
15685226,€147199.07,1,Yes,7,Yes,0,,
15785611,€183102.29,1,Yes,3,Yes,0,,
15573456,€127209.0,2,No,9,No,1,,
15684548,€0.0,2,No,8,No,1,,
15620505,€97378.54,1,Yes,0,Yes,0,,
15807432,€136925.09,2,Yes,2,Yes,0,,
15584766,€54503.55,1,Yes,3,Yes,0,,
15612187,€155726.85,1,No,8,No,0,,
15762218,€0.0,2,Yes,9,Yes,0,,
15646372,€135842.41,1,No,1,No,1,,
15690452,€63349.75,1,No,1,No,0,,
15747795,€129499.42,1,Yes,4,Yes,0,,
15781589,€0.0,2,Yes,8,Yes,0,,
15732674,€70438.01,2,Yes,6,Yes,0,,
15642291,€0.0,2,Yes,8,Yes,0,,
15692761,€0.0,1,No,9,No,0,,
15578045,€141434.04,1,No,9,No,1,,
15745354,€0.0,2,No,4,No,0,,
15701376,€152958.29,2,Yes,10,Yes,0,,
15691625,€138306.34,1,No,3,No,0,,
15566594,€0.0,2,No,10,No,0,,
15760431,€0.0,2,Yes,1,Yes,0,,
15686302,€124328.84,1,Yes,3,Yes,0,,
15801559,€181461.48,3,Yes,9,Yes,1,,
15810432,€0.0,2,No,8,No,0,,
15809616,€0.0,2,No,8,No,0,,
15720559,€110368.03,1,No,5,No,1,,
15695632,€89588.35,1,Yes,9,Yes,0,,
15659843,€0.0,2,No,6,No,0,,
15615624,€0.0,2,No,6,No,0,,
15810418,€115924.89,1,No,3,No,1,,
15716186,€0.0,2,No,2,No,0,,
15674551,€111756.5,1,No,7,No,1,,
15622834,€0.0,1,No,4,No,0,,
15566111,€0.0,1,No,9,No,0,,
15784597,€162923.85,1,No,9,No,0,,
15652883,€124576.65,2,No,10,No,0,,
15806964,€80793.58,1,Yes,0,Yes,0,,
15576313,€71340.09,1,No,9,No,0,,
15806467,€99282.63,1,No,1,No,1,,
15597602,€137946.39,1,Yes,3,Yes,1,,
15743040,€127892.57,2,Yes,2,Yes,0,,
15705521,€101084.36,1,No,0,No,0,,
15595039,€114754.08,1,No,8,No,1,,
15799384,€0.0,1,No,8,No,0,,
15581197,€99286.98,1,Yes,3,Yes,0,,
15693737,€79871.02,2,No,4,No,0,,
15624623,€104088.59,2,No,10,No,0,,
15783501,€168190.33,2,No,2,No,0,,
15690134,€85679.25,1,Yes,3,Yes,0,,
15782735,€0.0,1,No,3,No,0,,
15611088,€0.0,2,No,9,No,0,,
15672145,€121551.58,2,Yes,7,Yes,0,,
15732628,€122220.19,1,Yes,2,Yes,0,,
15787470,€116528.15,1,No,3,No,1,,
15803406,€77780.29,1,Yes,1,Yes,0,,
15730460,€0.0,1,No,2,No,0,,
15644572,€125832.2,1,Yes,4,Yes,0,,
15694860,€68065.8,1,No,6,No,1,,
15658169,€127299.34,2,No,6,No,0,,
15794396,€174937.64,1,No,7,No,0,,
15785798,€0.0,2,Yes,9,Yes,0,,
15710825,€110071.1,1,No,7,No,0,,
15668444,€139432.37,1,No,3,No,0,,
15726631,€127357.76,1,Yes,6,Yes,0,,
15733797,€0.0,2,No,5,No,0,,
15747960,€0.0,1,Yes,3,Yes,0,,
15634632,€0.0,2,No,3,No,0,,
15707362,€95556.31,1,Yes,1,Yes,1,,
15662976,€0.0,1,Yes,8,Yes,0,,
15732778,€111681.98,2,Yes,1,Yes,0,,
15718443,€0.0,2,No,3,No,0,,
15670039,€108738.71,2,No,3,No,0,,
15773792,€133950.37,1,Yes,4,Yes,1,,
15613786,€0.0,2,Yes,4,Yes,0,,
15726032,€89968.69,1,No,9,No,0,,
15663252,€0.0,2,Yes,9,Yes,0,,
15593782,€130878.75,3,No,5,No,1,,
15633283,€0.0,2,No,8,No,0,,
15749167,€0.0,2,Yes,3,Yes,0,,
15759298,€134169.62,1,Yes,10,Yes,0,,
15683625,€149762.08,1,No,1,No,1,,
15635367,€93844.69,1,No,2,No,0,,
15681705,€0.0,2,No,8,No,0,,
15603156,€0.0,2,No,1,No,0,,
15591986,€141078.37,1,No,6,No,1,,
15798888,€117992.59,1,Yes,1,Yes,0,,
15809722,€100812.33,2,No,8,No,0,,
15677538,€0.0,1,Yes,7,Yes,0,,
15797736,€80262.6,1,Yes,4,Yes,0,,
15695585,€156478.62,1,Yes,6,Yes,0,,
15744398,€0.0,2,No,5,No,0,,
15750658,€0.0,3,No,8,No,0,,
15578186,€115217.99,2,No,9,No,0,,
15676519,€0.0,2,No,9,No,1,,
15637954,€155470.55,1,Yes,0,Yes,0,,
15758639,€0.0,2,No,7,No,0,,
15613772,€135096.77,1,Yes,3,Yes,1,,
15731744,€0.0,2,Yes,2,Yes,0,,
15807709,€180075.22,1,Yes,9,Yes,0,,
15714689,€97541.24,1,Yes,1,Yes,0,,
15699005,€156067.05,1,Yes,2,Yes,0,,
15624170,€81550.94,2,Yes,4,Yes,0,,
15725679,€0.0,1,No,6,No,1,,
15585865,€170061.92,2,No,2,No,1,,
15804256,€92310.54,2,Yes,8,Yes,0,,
15662403,€169089.38,2,No,6,No,0,,
15733616,€80613.93,1,Yes,5,Yes,0,,
15591995,€121581.56,2,Yes,8,Yes,0,,
15677020,€0.0,1,Yes,8,Yes,1,,
15727688,€0.0,2,Yes,4,Yes,0,,
15715941,€0.0,2,Yes,5,Yes,0,,
15714485,€85891.55,1,No,5,No,1,,
15730059,€77637.35,2,Yes,9,Yes,0,,
15715527,€0.0,1,No,4,No,0,,
15576623,€0.0,2,No,5,No,0,,
15805565,€116927.89,1,No,7,No,0,,
15677307,€137326.65,1,No,6,No,0,,
15773890,€0.0,2,Yes,5,Yes,0,,
15598883,€0.0,2,Yes,2,Yes,0,,
15568506,€67238.98,2,Yes,10,Yes,0,,
15761043,€86569.76,2,No,6,No,0,,
15782236,€0.0,2,No,5,No,0,,
15593601,€133598.4,1,Yes,6,Yes,0,,
15682048,€136188.78,1,Yes,3,Yes,1,,
15746902,€0.0,2,No,9,No,0,,
15752081,€0.0,3,Yes,10,Yes,1,,
15781307,€120092.52,2,No,7,No,0,,
15775912,€101238.24,2,Yes,4,Yes,1,,
15745417,€89685.92,1,Yes,6,Yes,0,,
15671256,€211774.31,1,No,1,No,1,,
15653547,€131317.48,1,Yes,7,Yes,0,,
15595766,€93722.73,2,Yes,5,Yes,0,,
15742358,€101160.99,1,Yes,8,Yes,0,,
15763274,€120320.54,1,No,3,No,0,,
15786063,€0.0,2,Yes,2,Yes,0,,
15600258,€0.0,2,Yes,2,Yes,0,,
15573318,€0.0,2,No,8,No,0,,
15653849,€152827.99,1,No,3,No,1,,
15694272,€64097.75,1,Yes,1,Yes,0,,
15736112,€119035.35,2,Yes,2,Yes,0,,
15749851,€135219.57,1,Yes,4,Yes,0,,
15663478,€93694.42,1,Yes,6,Yes,0,,
15592300,€59408.63,1,No,10,No,0,,
15567832,€114354.95,1,No,7,No,0,,
15776780,€0.0,1,No,1,No,1,,
15592846,€128173.9,2,No,10,No,0,,
15739803,€0.0,2,No,9,No,0,,
15794142,€114931.35,3,Yes,5,Yes,1,,
15762729,€111071.36,1,No,1,No,1,,
15667896,€151226.18,2,Yes,8,Yes,0,,
15626578,€0.0,2,Yes,9,Yes,0,,
15776223,€64740.12,1,Yes,4,Yes,0,,
15705953,€169312.13,1,No,0,No,1,,
15802593,€0.0,3,Yes,7,Yes,1,,
15615457,€112652.08,2,No,2,No,0,,
15708916,€0.0,2,No,0,No,0,,
15720187,€143964.36,2,No,7,No,0,,
15595440,€122451.46,2,Yes,7,Yes,0,,
15600651,€0.0,3,Yes,1,Yes,0,,
15750141,€65253.07,2,No,3,No,0,,
15657284,€106901.94,1,Yes,6,Yes,1,,
15763063,€128509.63,1,No,10,No,0,,
15709324,€0.0,2,No,7,No,0,,
15711309,€129834.67,1,No,3,No,0,,
15775318,€154962.99,3,Yes,3,Yes,1,,
15705515,€138241.9,2,No,5,No,0,,
15634844,€91536.93,1,No,3,No,1,,
15717046,€0.0,2,Yes,3,Yes,0,,
15571816,€0.0,1,Yes,5,Yes,0,,
15670080,€105204.01,1,Yes,7,Yes,0,,
15800440,€152968.73,1,Yes,1,Yes,0,,
15665678,€158261.68,1,Yes,8,Yes,0,,
15665956,€0.0,1,No,1,No,1,,
15788126,€121021.05,1,Yes,6,Yes,0,,
15811773,€0.0,2,Yes,4,Yes,0,,
15651674,€0.0,1,No,2,No,1,,
15689614,€137715.66,1,Yes,1,Yes,0,,
15795564,€121192.22,2,Yes,5,Yes,0,,
15706647,€0.0,3,Yes,7,Yes,0,,
15728505,€100486.18,2,Yes,1,Yes,0,,
15730076,€0.0,1,No,1,No,1,,
15622003,€92566.53,2,No,9,No,0,,
15607312,€0.0,2,Yes,10,Yes,1,,
15644753,€110929.96,1,Yes,3,Yes,0,,
15653620,€0.0,2,Yes,8,Yes,0,,
15761986,€138901.61,1,No,3,No,0,,
15633922,€123217.66,2,Yes,4,Yes,0,,
15734674,€0.0,1,No,6,No,0,,
15658032,€0.0,2,Yes,2,Yes,0,,
15692671,€0.0,2,No,8,No,0,,
15737741,€108431.87,2,Yes,2,Yes,1,,
15576352,€0.0,2,Yes,3,Yes,0,,
15753719,€72392.41,1,No,9,No,0,,
15803689,€119741.77,2,No,1,No,1,,
15718057,€100946.71,1,No,2,No,1,,
15722010,€170491.84,1,No,9,No,1,,
